complaint_id,product_group,classification,confidence,delegative_score,evaluative_score,primary_evidence,secondary_signals
16909667,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on not receiving a cashier's check with remaining funds, indicating unmet performance expectations.",Repeated attempts to contact the bank and being ignored suggest frustration with service quality.
7369073,checking_savings,DELEGATIVE,0.8,0.8,0.4,It is deeply concerning to me that a bank I have trusted for so long would treat a loyal customer in such a disrespectful manner.,The complaint emphasizes a sense of betrayal and broken loyalty from a trusted relationship.
1863098,checking_savings,DELEGATIVE,0.85,0.85,0.4,"The complaint reflects a sense of betrayal and violation of trust, particularly in the statement 'USAA is not a real financial Institution as a normal bank would entail' and the handling of fraudulent transactions.",The emotional tone of moral outrage and the emphasis on the relationship with USAA as a trusted institution for military personnel are strong signals.
4580841,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations, such as not processing the investigation and fabricating reasons for freezing the account.",The refusal to communicate and failure to unlock the account after submission of documents indicate poor service quality.
5856761,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations and poor service quality, such as the delay in fund availability and the inability to resolve the account hold.","The consumer expresses frustration with long hold times and lack of resolution, indicating dissatisfaction with service processes."
7359255,checking_savings,EVALUATIVE,0.85,0.3,0.9,The complaint focuses on unmet performance expectations and a failure to deliver the promised bonus despite meeting the terms.,The consumer expresses frustration with the process and the system's failure to direct them correctly.
5820172,checking_savings,EVALUATIVE,0.8,0.4,0.8,The complaint focuses on the bank's failure to act on a reported scam and the expectation of a credit to the account.,"The consumer expresses anger at the bank's inaction and mentions switching banks, indicating dissatisfaction with service."
9492879,checking_savings,EVALUATIVE,0.8,0.2,0.8,The complaint focuses on the failure of Citibank's ATM to dispense money and the subsequent runaround from customer service.,The consumer expresses frustration with being told to contact different parties without resolution.
7511481,checking_savings,EVALUATIVE,0.8,0.3,0.8,CREDIT KARMA TOLD ME I HAD TO WAIT FOR THEM TO CALL ME ABOUT THE FROZEN ACCOUNT.,The complaint focuses on poor service quality and failure to perform as expected.
7758160,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on unmet performance expectations, such as the host being non-responsive and the lack of assistance during the stay.","The consumer expresses frustration with the service quality and the failure to perform as advertised, particularly in terms of communication and support."
6291092,checking_savings,EVALUATIVE,0.85,0.2,0.8,"The complaint focuses on the bank's refusal to close the account and refund the balance, citing fraud prevention as a reason.","The consumer expresses frustration at the requirement to visit a local branch, indicating dissatisfaction with the service process."
10883864,checking_savings,DELEGATIVE,0.85,0.85,0.4,"The complaint reflects a sense of betrayal and violation of privacy, with language focusing on the mishandling of sensitive account information and a lack of accountability.","The consumer expresses deep concern about the dismissive and combative response from the institution, indicating a breach of trust in their fiduciary duty."
2644717,checking_savings,DELEGATIVE,0.8,0.8,0.4,"Santander is thus violating federal law, and I demand that the account be correctly converted to be an individual account that is accessible, or that it be closed and the funds be sent to me.","The complaint mentions 'Illegally violating the law, and holding my money hostage, is not something that builds trust with a bank,' indicating a sense of betrayal."
3859665,checking_savings,EVALUATIVE,0.8,0.3,0.8,The complaint focuses on unmet performance expectations regarding the delay in funding a deposited check.,The mention of being left on hold for an hour suggests frustration with service quality.
9566714,checking_savings,UNCLASSIFIABLE,0.6,0.3,0.4,"The complaint primarily describes unauthorized use of a card, which is a factual dispute.","The mention of fighting in court suggests frustration, but does not clearly indicate evaluative or delegative trust failure."
3128985,checking_savings,DELEGATIVE,0.85,0.9,0.4,Bank of America without authority took monies out of an unauthorized account.,"The complaint mentions a lack of notification and unauthorized withdrawal, indicating a breach of trust."
4692967,checking_savings,UNCLASSIFIABLE,0.7,0.3,0.4,"The complaint primarily describes a factual dispute and procedural issues related to identity theft, with no clear emotional content indicating trust failure.",The consumer expresses frustration with the process but does not clearly indicate a sense of betrayal or unmet service expectations.
6054996,checking_savings,EVALUATIVE,0.8,0.4,0.8,"The complaint focuses on the inability to access funds and the failure of Capital One to perform expected services, such as transferring money or reopening the account.","The consumer expresses frustration with the process and demands immediate access to their funds, indicating unmet performance expectations."
15433106,checking_savings,EVALUATIVE,0.8,0.3,0.8,"The complaint focuses on TD Bank not checking ID and allowing a forged signature, which are verification failures.","The consumer expresses frustration about the bank's failure to perform due diligence, indicating unmet performance expectations."
